,Unnamed: 0,num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos
11676,3081077,2034562,RR1400100202209,2022-09-24,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV GLAYCON DE PAIVA,0,0,CENTRO,0,2.816562,-60.684368,174000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11677,3081078,229358,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R ACARA-ACU,0,69304360,SANTA TEREZA,0,2.8234839,-60.7311925,200500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11678,3081079,1771199,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R JOAO XXIII,0,69306160,APARECIDA,0,2.8350799,-60.6654164,194000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11679,3081080,3310760,RR1400100202209,2022-09-14,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV DAS GUIANAS,0,0,13 DE SETEMBRO,0,2.7988483,-60.6759469,180200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11680,3081081,2246121,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,R DELMAN VERAS,0,0,DR  AIRTON ROCHA,0,2.8087789,-60.7415557,160000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11681,3081082,1271201,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R RUTH PINHEIRO,0,0,TANCREDO NEVES,0,2.8195258,-60.72139,91000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11682,3081083,3399997,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,VIA DAS FLORES,1784,0,PRICUMA,0,2.80722,-60.6965079,80000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11683,3081084,410898,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV DOS IMIGRANTES,0,0,ASA BRANCA,0,2.8174857,-60.7127355,93200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11684,3081085,94314,RR1400100202209,2022-09-24,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO LATERAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,NOVA CANAA,0,2.8178426,-60.7250229,174000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11685,3081086,2437440,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO TRASEIRA,NAO INFORMADO,R ESTRELA DALVA,0,0,ARACELIS,0,2.7835564,-60.7268364,92600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11686,3081087,212515,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,UNIAO,0,2.8206339,-60.6737553,192000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11687,3081088,1114650,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R EXPEDITO FRANCISCO DA SILVA,0,0,ALVORADA,0,2.8248775,-60.7512889,181000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11688,3081089,2230963,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,UNIAO,0,2.8206339,-60.6737553,185000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11689,3081090,691438,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,TARDE,CHOQUE,NAO INFORMADO,AV RUI BARAUNA,0,0,CARANA,0,2.8455977,-60.7264387,143000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11690,3081091,2392584,RR1400100202209,2022-09-28,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R REINALDO NEVES,0,69312045,JARDIM FLORESTA,0,2.827766,-60.7051991,132700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11691,3081092,3183330,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,CHOQUE,NAO INFORMADO,AV NAZARE FILGUEIRAS,0,0,SILVIO BOTELHO,0,2.8026654,-60.7449771,73000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11692,3081093,2813706,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV DOM APARECIDO JOSE DIAS,0,69317488,CIDADE SATELITE,0,2.8508046,-60.7561838,91100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11693,3081094,1948176,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R DR  PAULO COELHO PEREIRA,0,69303380,SAO VICENTE,0,2.8105058,-60.6865064,210000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11694,3081095,2521258,RR1400472202209,2022-09-05,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R C,0,69373000,,0,0.9439379,-60.42963,195000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11695,3081096,1859175,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,R GUILHERME BRITO,0,69309075,LIBERDADE,0,2.8194944,-60.7002226,92600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11696,3081097,1275628,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRASEIRA,NAO INFORMADO,AV DOS IMIGRANTES,0,0,ALVORADA,0,2.8174857,-60.7127355,113900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11697,3081098,1680072,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,RR 319,0,0,ZONA RURAL,0,3.4340859,-60.3033336,210800,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11698,3081099,160127,RR1400100202209,2022-09-28,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV BRASIL,0,0,CENTENARIO,0,2.772108,-60.7150036,161000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11699,3081100,450482,RR1400100202209,2022-09-21,RR,2022,9,92022,1400100,QUARTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV SAO JOAQUIM,1093,69314342,SILVIO LEITE,0,2.8253058,-60.7409308,74900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11700,3081101,2070998,RR1400100202209,2022-09-18,RR,2022,9,92022,1400100,DOMINGO,MANHA,COLISAO LATERAL,NAO INFORMADO,AV NAZARE FILGUEIRAS,2366,0,PINTOLANDIA,0,2.8026654,-60.7449771,90200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11701,3081102,2050513,RR1400100202209,2022-09-30,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,SANTA TEREZA,0,2.8206339,-60.6737553,160000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11702,3081103,1249933,RR1400100202209,2022-09-03,RR,2022,9,92022,1400100,SABADO,MADRUGADA,CHOQUE,NAO INFORMADO,VIA DAS FLORES,0,0,PRICUMA,0,2.80722,-60.6965079,50500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11703,3081104,388929,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,CAPOTAMENTO,NAO INFORMADO,RR 205,0,0,ZONA RURAL,0,2.8395799,-60.740121,200500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11704,3081105,1019919,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO,NAO INFORMADO,VIA DAS FLORES,0,0,PRICUMA,0,2.80722,-60.6965079,141700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11705,3081106,638050,RR1400100202209,2022-09-19,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,CHOQUE,NAO INFORMADO,AV BRIG. EDUARDO GOMES,0,0,SAO FRANCISCO,0,2.8367312,-60.6802266,102000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11706,3081107,1888610,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R MAURO CAMPELLO,0,0,JOQUEI CLUBE,0,2.8000691,-60.7234787,212700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11707,3081108,234294,RR1400100202209,2022-09-17,RR,2022,9,92022,1400100,SABADO,TARDE,CHOQUE,NAO INFORMADO,R C-13,186,69313800,SEN. HELIO CAMPOS,0,2.8381116,-60.734137,131700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11708,3081109,1479343,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,R DAS CAMELIAS,0,69309410,PRICUMA,0,2.8113014,-60.6981425,163700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11709,3081110,1694805,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV GLAYCON DE PAIVA,0,0,MECEJANA,0,2.816562,-60.684368,122000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11710,3081111,1661024,RR1400407202209,2022-09-20,RR,2022,9,92022,1400407,TERCA-FEIRA,TARDE,CAPOTAMENTO,NAO INFORMADO,BR 401,0,0,,93,3.8802297,-59.6329694,135700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11711,3081112,848692,RR1400456202209,2022-09-24,RR,2022,9,92022,1400456,SABADO,TARDE,COLISAO FRONTAL,NAO INFORMADO,R PARIMA,0,69345000,,0,4.4765481,-61.1466373,153500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11712,3081113,1204839,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV GETULIO VARGAS,4193,0,CANARINHO,0,2.8312744,-60.6590065,125000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11713,3081114,1722789,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R JULIO PINTO,0,0,CAIMBE,0,2.8324979,-60.7234662,125600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11714,3081115,4500878,RR1400472202209,2022-09-16,RR,2022,9,92022,1400472,SEXTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,114500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11715,3081116,1329960,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV SAO SEBASTIAO,0,0,SANTA TEREZA,0,2.8217109,-60.7282116,85500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11716,3081117,2594350,RR1400472202209,2022-09-06,RR,2022,9,92022,1400472,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV AYRTON SENNA,0,69373000,,0,0.9439379,-60.42963,193000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11717,3081118,2788171,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,MANHA,QUEDA,NAO INFORMADO,RR 205,0,0,ZONA RURAL,0,2.8395799,-60.740121,94000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11718,3081119,2754750,RR1400100202209,2022-09-30,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,AV ATAIDE TEIVE,5169,0,ASA BRANCA,0,2.8178426,-60.7250229,101600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11719,3081120,3334606,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R BENJAMIN PEREIRA DE MELO,0,69314464,PINTOLANDIA,0,2.8019207,-60.7522104,120000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11720,3081121,405186,RR1400100202209,2022-09-14,RR,2022,9,92022,1400100,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R PEDRO ALDEMAR BANTIM,0,69316705,SILVIO BOTELHO,0,2.7993057,-60.7417988,134700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11721,3081122,401216,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV PRINCESA ISABEL,0,0,CAIMBE,0,2.8277844,-60.7150654,204000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11722,3081123,593821,RR1400100202209,2022-09-28,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,AV DOS IMIGRANTES,0,0,ASA BRANCA,0,2.8174857,-60.7127355,233000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11723,3081124,2899311,RR1400100202209,2022-09-09,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,R MANOEL PEREIRA DE CASTRO,298,69312333,CINTURAO VERDE,0,2.805417,-60.7162414,185700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11724,3081125,3604128,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV TERENCIO LIMA,1237,0,CENTRO,0,2.8197709,-60.6803235,120400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11725,3081126,1613040,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO,NAO INFORMADO,VIA DAS FLORES,0,0,PRICUMA,0,2.80722,-60.6965079,220000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11726,3081127,451405,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,AV VILLE ROY,5656,0,CENTRO,0,2.8314066,-60.6637843,165000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11727,3081128,2919097,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,R ECLIPSE,0,69316044,ARACELIS,0,2.7845249,-60.7270163,192000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11728,3081129,4095299,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO TRASEIRA,NAO INFORMADO,AV BRASIL,0,0,NOVA CIDADE,0,2.772108,-60.7150036,105400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11729,3081130,3480496,RR1400100202209,2022-09-13,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV PRINCESA ISABEL,0,0,TANCREDO NEVES,0,2.8277844,-60.7150654,143200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11730,3081131,2932677,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MADRUGADA,CHOQUE,NAO INFORMADO,R LAURA PINHEIRO MAIA,0,69316738,OLIMPICO,0,2.8047091,-60.7509401,25000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11731,3081132,3420423,RR1400100202209,2022-09-19,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,AV JOAO ALENCAR,0,0,AEROPORTO,0,2.8497718,-60.7047018,194200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11732,3081133,165517,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,TARDE,CHOQUE,NAO INFORMADO,RR 321,0,0,SAID SALOMAO,0,2.9161242,-60.6095004,174000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11733,3081134,1768882,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,JARDIM FLORESTA,0,2.8206339,-60.6737553,171500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
